"","X1","X2"
"12","I bought my Ecovacs 11 months ago.  My house is all hard surfaces, and I have three dogs.  I run the Ecovacs twice a day; both times, the bin is full of hair and dust. I love the product; however, I am not sure if it is powerful enough for all carpeted houses.FYI, The product was much cheaper when I bought it.","Reviewed in the United States on September 21, 2020"
"13"," This product is very functional and does quite an exceptional job at picking up after little things on the floor. It has the facility to do automatic timing which I thought was pretty cool. It leaves the base station and then gets back to the station by itself at any designated time after doing a good job cleaning the room. I do this before I come home so my house is quite neat by the time I arrive. I would recommend this product to anyone who wants to automate cleaning in their house and leave less tasks on hand.","Reviewed in the United States on September 21, 2020"
"14","Died after a few months, finally fixed it only for it to non-stop malfunction.Ours died after only a few months, it wouldn't charge at all. We emailed customer service who told us this was normal (lol) and refused to refund us. They sent us instructions to fix it which actually worked. But now that it works it has a ""main brush malfunction"" every 5-10 seconds. We have gone so far as to completely dismantle the unit and remove every single piece of debris, but it still breaks every 5-10 seconds. We will be investing in a roomba, this was a massive waste of money.","Reviewed in the United States on September 20, 2020"
"15","It will be two years soon since I’ve had my Deebot N79S and I made a great choice and investment. I use it specially in all the rooms and bathroom and also where I have my carpet in the living room the rest of the house I broom it myself because of course it needs to charge after all the dust cleaning. It does the job perfectly! As per the bad comments I’ve read, I mean! People should know what the machine does and does not before purchasing it other than criticizing its performing. I think it’s a great device","Reviewed in the United States on September 19, 2020"
"16","I have a Roomba for 8 years and loved it. IT finally died. I wanted to try a less expensive brand. I searched reviews and opted for this one. It works really well and is considerable less noisy than my older roomba. It navigates well and picks up everything in its path. The only drawback is it is sluggish on a thick shag type rug in my daughter's room. I may be able to change a setting to correct that. Overall it is a wonderful device.","Reviewed in the United States on September 17, 2020"
"17"," Ecovacs/Deebot Support asked me purchase new parts to fix this vac after it was not working.  I had to send them multiple videos, proof of purchase, replace parts, only so they could tell me that the warranty was barely expired.  Worthless, spend your money elsewhere.  The ratio on 'number of times the floor was swept' / 'life of product' is TERRIBLE.","Reviewed in the United States on September 16, 2020"
"18","Had this for less than a year and totally lost suction; customer service not helpful.","Reviewed in the United States on September 16, 2020"
"19","Wow! When we first moved into our house, we bought our Deboot (Soon to be nicknamed Mr. Sucky). We had another vacuum but shortly after moving the belt broke. Mr Sucky was (and still is) doing such a fantastic job we just threw the vacuum away, and have not missed it once. He runs every night while we sleep. Occasionally, we will stick him in a room to clean. You do have to preclean the floor so there is nothing he will run over and get stuck in (he has vacuumed countless socks from our 3 Y/O, as well as legos, and other stuff so always check his dustbin before emptying!) Change the brushes often (~3-6 months, They are CHEAP on Amazon), and you will be happy! We did change the battery at about ~15 months, but honestly Mr. Sucky for how much value we have got from him has been very maintenance free. I can't recommend him enough.","Reviewed in the United States on September 14, 2020"
"20","Got this on a flash sale for a great price! Had Roomba before so expectations were there. This Deebot really cleans well, lasts over 2 hours on a full charge too! Pretty easy to clean. Only con is the phone app only syncs on 2.4, the remote is handy but ""touchy"". Deebot gets stuck under certain counters doing ""edge"" cleaning too often. Still all in all does a far better job than my old Roomba, recommend this highly!<U+0001F609>","Reviewed in the United States on September 14, 2020"
"21","It worked well at first. Unfortunately now it will not even run after minimal use.","Reviewed in the United States on September 13, 2020"
"22","I really like this robot more than any others and there’s multiple reasons for that. First of all it cleans the pet hair pretty well and it’s thinner than other ones so it gets underneath of everything even the one that I can’t reach easily, only thing I had trouble with is using with the WiFi. App doesn’t show this model so I wasn’t able to set it up and work it through with Alexa.","Reviewed in the United States on September 13, 2020"
"23","It broke a few months after I got it. I sent it back to the company because it wouldn't charge. They ""repaired it"" and shipped back to me. Still doesn't work. I'm sending it back a second time.","Reviewed in the United States on September 12, 2020"
"24","It simply stops at the edge of the rug.  Perhaps this is common to all robotic vacs, I don't know since this is my first, and last, one. I returned it.","Reviewed in the United States on September 12, 2020"
"25","The vacuum died just after a year as the brush motor failed. I have read that this is an issue with this product. Terrible customer service would not help us at all. Would recommend looking at a different product.","Reviewed in the United States on September 12, 2020"
"26","Worked great for about 4.5 weeks. Great suction power, covered a lot of ground. It does get caught often on loose rug ends. After 4.5 weeks, completely died and won't turn on. Contacted ECOVAAC support - had to ship it to them and was without it for 2 weeks. They just shipped me back a refurbished product.","Reviewed in the United States on September 12, 2020"
"27","If you have hardwood floors you know how much dust accumulates in all the corners and hallways. This was a problem because one of our allergies start kicking in. This machine can automatically clean up the small debris that are just left on the ground on a daily basis. I really like how there is an advanced filter on the collection tray. It really keeps fine particles from getting through. I purchased this vacuum because my wife had really wanted on since we moved in to our home. There were several much more expensive units but this one really gets the job done. I first used it right after a deep clean full size vacuum run and noticed this still picked up a whole lot of things the other vacuum did not. I also love that you can control it over the app on your phone from anywhere! The wife is happy too!","Reviewed in the United States on September 11, 2020"
"28","Loved it for about a year and a half, then it stopped working. Went through all of the troubleshooting with customer service and they wanted us to send it to their repair company which sounded sketchy (the name was ifixrobot) and was going to be expensive and not worth it. The vacuum worked great for just over a year and just over their year long warranty. We threw it away and got a Roomba.","Reviewed in the United States on September 10, 2020"
"29","The cleaning isn't the most efficient but it did the job for 1.5 years in my small apartment. Sadly, the motor suddenly won't spin the brush anymore. After contacting support, they told me that I should buy a new one or pay to fix it. Not exactly the support or longevity I hoped for.","Reviewed in the United States on September 10, 2020"
"30","I liked this vacuum for the first year. It did a great job at keeping the cat hair and litter dust to a manageable level. Where this vacuum fails is in longevity. We bought this vacuum two years ago. The first year it ran daily just fine. Then we moved to a different apartment where we had to monitor it a lot because it was getting stuck on everything (not the vacuums fault, just a poor layout). So we hardly used it the second year. Now we are in a perfect apartment for it, but it seems to be having both a battery and a brush motor problem. We keep getting this 4 beep error when it's done charging (Google it, it's a common problem with no solid solution), and I've been having to take it apart once a week to clean tiny strands of hair and dust from the main brush motor because we keep getting a 4 beep error when it is running (cleaning the motor stops the error for about a week).After a lot of googling and reading endless twitter chains where the customer support refused to confirm whether any solutions were available, I finally emailed support and asked for a solution. They absolutely refuse to tell me whether replacing the battery will help, or if there are any troubleshooting options. They claim that replacing the battery is a safety issue. It really isn't. The battery is clearly designed to be user replaceable and they sell them on Amazon, but support refused to say whether that might help or not. They did give me a link to their ""partner"" company that can repair the vacuum.These issues seem to be common across their whole line of vacuums, so I would advise avoiding this company all together.","Reviewed in the United States on September 10, 2020"
"31","I didn’t buy it from Amazon but I figured I post a review here since it would get a lot more views.  Soooo.. what do I think about this vacuum?  Well, It does a good job vacuuming.. it picks up quite a bit of dirt and hair every single time it goes out but this thing is as dumb as it gets.. it roams aimlessly thru the house.. like there is zero intelligent path that will result in an effective cleaning, so you will have random spots missed all over the house and If you have couches that are barely high enough for the robot to get under you can 100% count on it getting stuck.. and trust me.. it will happen often.  Lastly.. this robot is so dumb that it will literally take 15-20 mins to find the charging station (even if it is in the middle of a wide open living room) and 8 out of 10 times it won’t find it so you will have to go on a hunt for the robot all over the house wherever it died and pick it up to put it in the charging station.. other than that it is great for the price.","Reviewed in the United States on September 9, 2020"
"32","Machine worked well when it worked. Since buying this machine last November I’ve had to return it 3 times. The customer service is horrible. Many of the representatives are hard to understand and the whole return process is flawed to say the least. My latest return came back with all the brushes missing. The unit is useless without the brushes. I’ve called many times but have yet to receive the replacement brushes: Do yourself a favor. Spend a little more money and get the Roomba.","Reviewed in the United States on September 9, 2020"
"33","I've always kept up with maintenance on the unit to ensure peak performance. But like many, mine started having the 4 beeps of death after a year of use. I will no longer be endorsing ECOVACS to friends and family!","Reviewed in the United States on September 9, 2020"
"34","Worth the price. Picks up cat hair and cleaned the floor very well.","Reviewed in the United States on September 8, 2020"
"35","Well it was nice while it lasted - after less than a year my deebot has stopped charging. I tried purchasing a battery for 20 bucks and still no luck - it will start charging when docked and then stop charging after 5 mins. It won’t even start now :(","Reviewed in the United States on September 7, 2020"
"36","Works Great, Thank you!","Reviewed in the United States on September 6, 2020"
"37","We’ve had our Deebot for over two years and have zero complaints.  Does a great job cleaning.  We’re surprised about how much it picks up.  Always shocked when we dump the collection bin.  Would recommend it 100%.","Reviewed in the United States on September 6, 2020"
"38","Hes definitely good for the price, he gets lost sometimes and needs help getting home but definitely helpful for those days in between vacuuming!","Reviewed in the United States on September 5, 2020"
"39","Quiet and doesn’t hit the walls—it hovers and then turns before it hits the wall.  It is wonderful.","Reviewed in the United States on September 4, 2020"
"40","The product has worked well for a number of years. When I had an issue (the battery died) customer service was prompt and helpful.","Reviewed in the United States on September 4, 2020"
"41","I purchased this DEEBOT and it only lasted almost a year. Then it just started beeping like crazy  - It beeps 5 times when it is on the charging station and it can only clean about 15 or 20 minutes then it had to go back to charge station. Therefore, it became useless to me.I live in a three levels home so I have another 2 Roomba by iRobot - one of them lis about 8+ years old (pet series 595) and another one about 5 years old. Both Roombas are still running fine. I think for the money I paid for DEEBOT, I wanted it to last for more than a few years. Will not recommend Deebot  to anyone at all.","Reviewed in the United States on September 4, 2020"
"42","Excelente poder de limpieza.Elimina a profundidad lis pelos de mascotas","Reviewed in the United States on September 3, 2020"
"43","Lousy at deep cleaning carpet, but then again, you kinda get what you pay for.  This vac is inexpensive and I can't compare it to more expensive robovacs.  But....it gets hung up in the metal frame of my coffee table and dining rooms chairs.  It may disappear under my entertainment center.....and never come out.  It actually ran directly over a feather on my carpet, and didn't pick it up.  But it does a good job on kitchen and bath floors, as long at it doesn't get hung up on my weight scales.  Really, its greatest value.....when I turn it on my dog gets up on the couch with me and the both of us sit and watch it motor around the living room like a pin ball in slow motion.  Call it pandemic entertainment.","Reviewed in the United States on September 3, 2020"
"44","Started getting motor failure notifications and robot stopped running after 3-5 minutes when trying to get it back and running.","Reviewed in the United States on September 3, 2020"
"45","I couldn’t be happier with Bertha (my kids even named it). It makes me wish I bought it earlier. I never had any other robot vacuum to compare but this one does a very good job. It does get stuck with shoe laces or iPhone cables, but it forces you to pick them up and have a obstacle-free floor for Bertha to work.","Reviewed in the United States on September 3, 2020"
"46","Got this and used it for a few days. It was great with suction and I love that it can go back to the charging port by itself.  However, when it comes to go near a stair/steps, i noticed it gets confused and at time will fall through the steps.  Wished the sensor was a lot better and can pre-detect the surface and avoid these small colission.","Reviewed in the United States on September 2, 2020"
"47"," Product is awesome while it works, but longevity is an issue. Ours worked fine for about 8 months, until we started having the issue in the attached video. Problem is related to the anti-drop sensors. We have cleaned the vacuum religiously since purchase, so I believe it is a product defect.To Ecovac’s credit, they accepted our warranty claim and are in the process of repairing the unit because we had an issue in the first year. Hopefully the repaired vacuum will last much longer. If we have any issue after 4 months from now, we’ll be on our own.While Ecovac’s customer service is appreciated, I would recommend another manufacturer to a prospective buyer. I just fee that the product is not as well made as some of the competitors in the marketplace. Issues related to computerized parts should not happen within the first year.","Reviewed in the United States on September 2, 2020"
"48","After a couple of months, my vacuum stop working. I called customer service and they told me to take out the battery. I did and it still would not run for me. I called again and they told me the same thing but if that didnt work, they would not be able to assist with my vacuum.Best of luck with your purchase if you purchase it.","Reviewed in the United States on September 2, 2020"
"49","I am completely shocked how much dust this vacuum gets up when I open the tray to empty it. Even when the floor has recently been cleaned, debot finds the dust that has settled. Very efficient and effective. Warning: Gets stuck if the couch or bed is slightly higher than Debot's height. It will beep loudly to let you know it has stopped. I use a sneaker to plug up the places where Debot will get stuck. Confidentially, it has told me it appreciates my doing so as being stuck is never any fun.","Reviewed in the United States on September 2, 2020"
"50","We've only had less than two years and it's basically dead. After one year it kept beeping like something was stuck in it even though I cleaned everything out 2-3x per week.","Reviewed in the United States on September 1, 2020"
"51","It worked fine when I had it, but after 1 1/2 years, it stopped working.  I've read other reviews on how this product doesn't last very long and unless they have a better warranty or more reliable product I would look elsewhere.","Reviewed in the United States on September 1, 2020"
"52","I purchased this vacuum based on reviews on Amazon and elsewhere. The first year was fine, though we never converted to the truly robot vacuum lifestyle. We would use it a couple of times a week and drop it in the kids room and shut the door while it did its thing. Near the 1 year anniversary of owning, we started to use a bit more to clean. After 18 month or so, the vacuum started beeping. The vacuum turned into a smoke detector in the middle of the night that you would have to hide in the corner of the garage until you could find the batteries...unfortunately, batteries wouldn't fix this. I contacted ECOVACS customer service to start the troubleshooting process. Luckily, I purchased with a credit card that had an extended warranty. No problem, a few quick tests and I'm told that the issue is the battery. 9 months later...I now know it's not the battery and ECOVACS has finally troubleshot it to be something with the brush motor. 9 months later and now out of my credit card warranty. First, ECOVACS cannot communicate well with a customer. They wait days or weeks to respond, do not read previous conversation or have forgotten the issue by the time they respond, and don't seem to understand their own vacuums. They troubleshot my issue wrong with multiple people on multiple occasions and will sometimes promise to help and other times tell you to use the 3rd party repair shop that they have no affiliation with...sure. Now, I end up with a vacuum that works okay but once fully charged beeps incessantly. I would donate the thing, though I don't wish it on anyone. So instead, it gets recycled and I never buy from ECOVACS again. Spend your money on a company who invests in customer service in addition to the vacuum technology.","Reviewed in the United States on August 31, 2020"
"53","Rarely functions at all let alone properly.","Reviewed in the United States on August 31, 2020"
"54","Con: 1) After 1 year the battery lasts about 10 minutes on low suction mode. 2) warranty lasts 12 months, but month 13 it stopped working. I had my vacuum on a daily schedule that can only be done in the app. It would no longer connect to the app. I'd connect it to WiFi and it would connect to the app but as soon as it docked, it wouldn't connect. I reached out to support and via email every message was handled by a different person telling me to try the same troubleshooting steps. Support was unsupportive. I tried unplugging the battery then plugging it back in and that didn't work either.Neutral: It's motion is random so sometimes if have to lock it in a room to make sure it cleaned well.Pro: The first year it was great. I have wooden floors and never had to sweep after by bird. It got the feathers very well. My wife's hair wasn't gathering in corners anymore. Dust bunnies were a thing of the past. It was nice to know that even places I didn't look stayed clean.","Reviewed in the United States on August 30, 2020"
"55","I bought this 2 years ago. It proved to be useless.This vacuum gets stuck behind and below the furniture as well as the below the stairs. It climbed up the bar stool base and got stuck. Before it was one year, it was running out of charge within 30 minutes of starting in addition to all sorts of error message. I am now in the process of replacing it with a Roomba.","Reviewed in the United States on August 30, 2020"
"56","I ordered this vacuum back in April and has done a pretty good job of cleaning my 700sq ft apartment. I have carpet throughout the place and does a pretty good job of picking up dirt and cat hair. It is far from perfect though. The main issues are:*It misses places which is not a huge deal if you run it frequently.*It rarely finds it home*The scheduling system is a nightmare. I can schedule it to run on the weekends and it will run weekdays or the other way around. Sometimes it doesn't run at all at the scheduled times.*And the #1 issue is the noise. OMG! It was doing good for like the first two months or so and then idk what happened that now is super loud. It sounds like one of those super duty vacuums. I've cleaned it and made it sure nothing has changed and I cannot tell you what's the problem.Overall its doing what is suppose to (pick up dirt). But I wouldn't recommend it for a big house or for someone that is looking for reliable features.","Reviewed in the United States on August 29, 2020"
"57","It worked pretty well then completely stopped working. Wouldn’t recommend.","Reviewed in the United States on August 28, 2020"
"58","It  stopped working and from what I am reading I will not try and use the warranty as everyone says the warranty is a joke.  I will not buy another one.  Very disappointed that Amazon allows this to happen","Reviewed in the United States on August 28, 2020"
"59","This item is not compatible with 5G wifi, the only type of network available in my area (and the modern standard). Very sad since it’s a great machine. Wish I could return it. Buyer beware.","Reviewed in the United States on August 28, 2020"
"60","I’m sorry to say that I’ve had a problem from beginning. Low battery charge. Won’t return to base.  No good warranty","Reviewed in the United States on August 28, 2020"
"61","This is my second purchase of this item. The first one worked great, it ran twice a day for a little over two years and will be fixed  in a few days. Decided to get a new one just to avoid not having one in case one breaks. The new one makes way more noise than the old one. The noise is not from the suction part of the robot is when the robot moves and turns. I'm sure i can't watch TV with the new one running. Aside from that it cleans as well as the old one.","Reviewed in the United States on August 28, 2020"
"62","The Deebot for the most part works. I didn't realize what random floor cleaning ment  because I had an older vacuum bot that mapped the areas. This one goes straight until it bumps into something and then makes a slight right turn until it bumps into something and then may go right or left. It goes until the battery is dead, not until your room is clean. In fact, it might miss parts of your room. The FAQ's day to run the Bot more often to get more areas. The bin is good for 1 run only maybe 2 if you do it frequently, that was not like my old one also. But my real frustration is the APP and connection related to CUSTOMER SERVICE. For some reason, my home Wifi can control every appliance except this one. The APP won't connect to the bot and therefor I can't use all the features like Google Home starting or HIGH Suction (that feature is not on the physical remote). I have been back and forth with Megan Finnerty of support providing the same info over and over. They told me they would escalate the issue and I've yet to be contacted. This is now a 2 month issue. I have provided Port information that my provider blocks but for some reason, ECOVACS will not tell me the answer. They want to send me a new one but the whole thing works if connected to my phone hotspot, so it's not the device. It needs an advance tech person to answer info on ports. If you buy it for Home Automation support like I did, it's 50/50 it will work for you.","Reviewed in the United States on August 27, 2020"
"63","It’s not a terrible product, but their CUSTOMER SERVICE is. It had charging issues a month after I stared using it. Guess what they did to help... 0. So much for the warranty.","Reviewed in the United States on August 26, 2020"
"64","I have spent several days trying to make this product and its app work correctly.  It simply does not.  It cannot find its way to the charger.  It gets stuck in areas.  The app consistently tells me that another user is using the robot.  There is no other user.  Trash.  Throwing it in a trash bag and dropping it off to Kohl's tomorrow to get my money back.","Reviewed in the United States on August 26, 2020"
"65","For the first 7 months, the vacuum worked well and I was pleased with the price and product. However, in the last 3 months, I have had to send to vacuum out two times, and I'm waiting to receive the tracking for the third time. The unit has actually not been repaired, and straight out of the box, from their engineers, it has the same issue. Customer service has been evasive. They say they will get back with you quickly, then 3 days pass and they have no reason for not contacting you.So, if you like to have a robot vacuum that spends more time in transit being ""fixed,"" and  having to constantly call and go through the same steps multiple times to try and get a working unit, then this is the one for you. If you'd like a vacuum that actually works, I'd recommend a different brand.","Reviewed in the United States on August 25, 2020"
"66","This vaccuum worked okay for in between cleanings but it died exactly a year and a month from purchase date. Of course the warranty is only good for one year <U+0001F644>","Reviewed in the United States on August 25, 2020"
"67","used about once a week to help clean my small 500sq ft studio, mostly set it up while I was away at work or out grocery shopping.Pros: worked great for light cleanings like dust, hair and crumbs. gets into corners and the toe-kick for my kitchen cabinets.Cons: issues reconnecting to device using the app after power outage. device would start auto cleaning anytime the power went out (also a good way to wake me up in the middle of the night when it happened). Stopped working about a year and half after owning the device. Now it just lives under my couch and I have no idea what to do with it.","Reviewed in the United States on August 24, 2020"
"68","I bough this on January 2019 and it worked well until the last months. The problem with this vacuum cleaner is that the motor inside, the one that moves the main brush, get dust and hair inside and it make it get stuck and the vacuum stops cleaning telling you that the main brush is malfunctioning. At first I though that it was the main brush itself, so I bough a new one and replaced it. But that wasn't the issue. After a few weeks not working, I decide to do google search and found a video of a guy that opened the device and cleaned the motor inside, and that did the work for him. I tried two times, removed all the dust and hair inside, lubed the shaft, and the motor is now running smoothly, but the vacuum keep stopping and telling that the main brush is malfunctioning. I have a cat and I need it to keep the house clean. I had it scheduled to clean twice a day, and now, after trying to fix it and buying replacement parts, I will have to buy another one.If you decide to buy this one, please, make sure to open it at least once every 4 months to clean the inside motor. If not, it won't last much. And the beep when it stops is annoying af. It keeps beeping once every few minutes even when charging. Annoying af. Doesn't clean and annoys me. I hope you find this information useful.","Reviewed in the United States on August 24, 2020"
"69","I have had this day back for three years and it has never missed a link. It is faithful and keeps running and does a great job in my bedroom. I have two dogs and lots of dog hair. I have to stop it to a three times in two hours to clean it out. It has been great and really helps me. I am 77 years old and it is difficult for me to sweep and get under the bed and dresser and nightstand that this does it all. I highly recommend it.","Reviewed in the United States on August 24, 2020"
"70","Having 3 dogs, this product has helped so much with the dog hair, and dust.  Would highly recommend it if you have pets.","Reviewed in the United States on August 23, 2020"
"71","Definetly worth the money! Amazed at how much this picks up!","Reviewed in the United States on August 23, 2020"
"72","I bought this because I want to have wifi capability to turn it on and off remotely. Also the app allows for day of the week programming options. After spending 6 hours trying to find a work around I connected customer support. The answer I got ""you don't need an app or wifi to make it work. Just push the bottom on top of the vac and it will run""  This is my second purchase in a row where customer service has been non existent so it is going back on Monday","Reviewed in the United States on August 23, 2020"
"73","The Deebot did well up till now. It won't go over a few feet away from the charging station. As it does it beeps red and shuts off. It won't vacuum the small room it's in, when it actually used to vacuum the entire small apartment. Need a response of how to get this issue resolved. I loved it when it was first purchased, and wouldn't want to get an entire new one in less than a year.","Reviewed in the United States on August 23, 2020"
"74","You get what you pay for I guess. Got this on sale and it was fine for a few months then just died. No longer charges.","Reviewed in the United States on August 22, 2020"
"75","When it works, it works well. But I am on my second one since May 2019. The first one was replaced by free from Deebot and I was grateful, but now the new one is just spinning in circles just like the old one did.","Reviewed in the United States on August 22, 2020"
"76","I have bought three of these Deebots. One was for my house and we liked it so much that we bought my mom and my wife's mo one too.This is great for cleaning up after dinner when everything falls under the dinner table. It takes some time to get around all the table and chair legs but it cleans everything up good.We usually run it in our living room, dining room, and hallway once every couple of days. Sometimes we turn it on before we leave the house and when we get home it's vacuumed about 95% of the rooms we let it into. Most of the time we find it back in its charger but there's been a couple of times it couldn't find it's way back and the battery dies. That's only happened 3 times. Usually, it gets stuck under the dining room table cause it can't get around all the legs.Our cleaning day is on Saturday morning. We put this in each room and close the door. After 10 min it's all done. We have rabbits so every couple of nights we let it run in the living room and it picks up a lot of fur. The suction is very strong cause I've found legos, pens, pencils, and markers when I empty it out.The dust collector is small but if you don't have pets, you can probably run it 3 -4 times before you have to empty it out. We empty it out about 3 times a week.This easily goes from wood floor to carpet or rug very easily. It moves big things out of the way. Sometimes it takes a while but it can pretty much figure out how to get around things.There are a lot of more expensive ones out there that remember the walls and furniture in your room and do crazy stuff but for the price, this thing is worth it.The remote lets you drive it around, auto vacuum, and send it back home. There's an app that lets you do the same thing as the remote but you can also tell it to start or go back home from where ever you are. The set up to get it connected to your wifi is super easy.My rabbits use to be scared of this but now they follow it around or just lay and watch it. Sometimes it bumps into the and they know its just gonna turn around and go awayOne thing I didn't like which has only happened a couple of times is when the power goes in and out, the vacuum just starts going for a few minutes then goes back home.Eventually, I might go and grab Ecovacs newer models that do a few more things and do a review on that. but until then, my family love the ones that we have. I recommend this vacuum for anyone who doesn't want to spend over $200 on a robot vacuum but still wants a great product","Reviewed in the United States on August 22, 2020"
